,id,user_location,date,text,hashtags,source,retweets,favorites,is_retweet
67361,1384087828355633157,Chennai ,2021-04-19 10:13:48,"Let’s get vaccinated, for our families and communities..!
YT link : https://t.co/Hy8CQAoVpM
#CoronaVaccine #Covaxin… https://t.co/ljLQOKSpwu","['CoronaVaccine', 'Covaxin']",Twitter Web App,0,1,False
76204,1395329705130307587,"New Delhi, India",2021-05-20 10:45:00,"This #Delhi to #Moscow trip worth 1.29 lakh promises #SputnikV jabs as vaccine tourism kicks off | Details Inside 

https://t.co/TiVWwJ6QDe","['Delhi', 'Moscow', 'SputnikV']",TweetDeck,0,0,False
188745,1439826792743784449,"Leyte, Eastern Visayas",2021-09-20 05:40:32,We are all now vaccinated in our family 😍😍😍♥️ #sinovac #moderna #pfizer #JnJ,"['sinovac', 'moderna', 'pfizer', 'JnJ']",Twitter for Android,0,0,False
8535,1360604127676428289,"Bhopal, India",2021-02-13 14:57:57,"AIIMS: Covaxin effective for 9-12 months, no serious side-effects so far (IANS Exclusive) - Window To News… https://t.co/8Z38uuUkHq",,Twitter Web App,0,0,False
198705,1445007600257470468,,2021-10-04 12:47:13,"$MRNA #moderna 

Like perfection 4.236

$btc #btc #bitcoin #stockmarket #nyse #nasdaq #stocks https://t.co/htjnrLXkC8","['moderna', 'btc', 'bitcoin', 'stockmarket', 'nyse', 'nasdaq', 'stocks']",Twitter Web App,0,0,False
20780,1367093401833730052,India,2021-03-03 12:44:01,#NDTVExclusive | “This interim result is very encouraging. We should also promote this vaccine in a big way as we n… https://t.co/wRUc3XMgoN,['NDTVExclusive'],Twitter Media Studio - LiveCut,8,47,False
34912,1373711920952401920,Bayside/Belding's Office,2021-03-21 19:03:38,Got vaccinated. Hopefully I don’t die  #AstraZeneca #PfizerVaccine #Moderna https://t.co/W9iAcfSGh4,"['AstraZeneca', 'PfizerVaccine', 'Moderna']",Twitter for iPhone,0,2,False
52640,1382004657724264452,Oslo,2021-04-13 16:16:01,"The funniest thing I have seen today 😂😂😂😂
Anyone who got the AstraZeneca ? 😅 

- Stay safe everyone 
#Vaccine #UK… https://t.co/dAqbiCugoU","['Vaccine', 'UK']",Twitter Web App,0,0,False
131447,1415619178929672193,,2021-07-15 10:28:07,"[15:58:07] 411014, 17-07-2021, 144 dose2 at PMC P Apollo Clinic Vimanngr, #COVAXIN 1ST FLOOR NYATI MILLENIUM SOCIET… https://t.co/ZDHzifKObN",['COVAXIN'],Cowin Vaccination Availability,0,0,False
183733,1434069083515805696,,2021-09-04 08:21:27,"1st dose done 
#covaxed #COVAXIN","['covaxed', 'COVAXIN']",Twitter for Android,0,0,False
161202,1424864622046322689,"New York, USA",2021-08-09 22:46:13,"Thoughts? Is this now becoming a political debate? 

Breakthrough Cases and Vaccine Passports… https://t.co/9VTMbMlT3q",,Twitter for iPhone,0,0,False
91653,1402298347298254857,"Guwahati, India",2021-06-08 16:15:54,"@keshab_mahanta @himantabiswa @nhm_assam Sir, when will the 18 years above will receive #covaxin dose ? My second d… https://t.co/oZtzInmflM",['covaxin'],Twitter for Android,0,0,False
71672,1394593135142096896,London,2021-05-18 09:58:08,Very excited to be given a #covid vaccine.  The serendipity of me receiving #moderna which owes so much to the earl… https://t.co/KGel6j13w2,"['covid', 'moderna']",Twitter Web App,0,0,False
82299,1398967816082972681,Cambodia,2021-05-30 11:41:33,How about #Sinovac and #Sinopharm? Yearly dose needed too? https://t.co/6sfGughCRK,"['Sinovac', 'Sinopharm']",Twitter Web App,0,1,False
10981,1362921045515190272,,2021-02-20 00:24:33,"I’m about 5.5 hours post #Moderna COVID-19 vaccine. Right now, I have minor tenderness around the injection site bu… https://t.co/R7948IatBo",['Moderna'],Twitter for iPhone,0,1,False
38828,1376007608646131713,"Brooklyn, NY",2021-03-28 03:05:53,"For the first night of Passover, I am avoiding one of the 12 plagues by getting by first dose of Moderna! 🦠💉… https://t.co/uvaL30jmhT",,Twitter for iPhone,0,1,False
21058,1367438596974772224,Europe,2021-03-04 11:35:41,"Some #coronavirus variants show resistance in vitro to convalescent serum and #PfizerBioNTech #vaccine. Not good, a… https://t.co/cwxSfJH5yZ","['coronavirus', 'PfizerBioNTech', 'vaccine']",Twitter Web App,0,1,False
144117,1417816690365132804,"Bengaluru, India",2021-07-21 12:00:15,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 21/07 at 05:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:… https://t.co/sDypQ1xpbV","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
171379,1428557795977318403,"West Palm Beach, FL",2021-08-20 03:21:34,@elonmusk #Covaxin @Ocugen $ocgn look it up,['Covaxin'],Twitter for iPhone,0,3,False
215387,1455858776901238787,"Tokyo, Japan",2021-11-03 11:25:55,#trump #trumpwarroom #repmtg #kimKBaltimore #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer… https://t.co/xPUb56qL6l,"['trump', 'trumpwarroom', 'repmtg', 'kimKBaltimore', 'seanhannity', 'TuckerCarlson', 'TedCruz', 'Covid', 'Vaccine', 'virus', 'Pfizer']",Twitter Web App,0,0,False
25019,1369373242461483012,"Palm Springs, CA",2021-03-09 19:43:17,"Final Moderna shot in. So happy! The anxiety subsides. 
#Moderna #COVIDVaccination #vaccine https://t.co/8QKz2FNPRw","['Moderna', 'COVIDVaccination', 'vaccine']",Twitter for Android,0,3,False
156205,1422309502947237889,,2021-08-02 21:33:05,$$$$ it’s always about greed. #moderna #PfizerLeak #BlackRock https://t.co/5ZjdND8saz,"['moderna', 'PfizerLeak', 'BlackRock']",Twitter for iPad,2,5,False
202175,1446615530039881733,日本,2021-10-08 23:16:33,"Swedish epidemiologist Anders Tegnell: This is why we pause #Moderna

Cc @RWMaloneMD 

https://t.co/sE1Wmvs7nN",['Moderna'],Twitter Web App,6,31,False
4671,1354015514792701952,,2021-01-26 10:37:09,"@NHSuk @PHE_uk @DHSCgovuk  If #EU block #PfizerBioNTech #vaccine exports, all trapped into 1 jab plus 12 week delay… https://t.co/db1GIJS4vp","['EU', 'PfizerBioNTech', 'vaccine']",Twitter Web App,0,0,False
227539,1460820363655331844,"Bangalore, India",2021-11-17 04:01:30,"As Bharat Biotech fails to increase #Covaxin production, India’s vaccination falls far short of target. Yet the… https://t.co/YdJKdRYW8N",['Covaxin'],Twitter Web App,14,27,False
1235,1341882974598475777,Email:talksavailable@gmail.com,2020-12-23 23:06:46,@toryboypierce @freddiemac1 @BorisJohnson #toryboypierce 👌 #uk #britain #unitedkindom #uk #gb led🌎 to… https://t.co/F6QyFIzAPi,"['toryboypierce', 'uk', 'britain', 'unitedkindom', 'uk', 'gb']",Twitter for Android,0,0,False
163060,1425920689366728705,NORTH AMERICA 🇨🇦🇺🇸🇲🇽,2021-08-12 20:42:39,"Vaccines help you develop severe disease, hospitalization, and death caused by these #Vaccines or any other deadly… https://t.co/JxPSL5n5z9",['Vaccines'],Twitter for Android,0,0,False
85204,1399379452644106242,"Mumbai, India",2021-05-31 14:57:15,@PMOIndia @DrSJaishankar @narendramodi Indian senior citizens want go overseas to be with their NRI children have t… https://t.co/oiwN34VLYe,,Twitter for iPhone,0,0,False
54694,1380171017742606337,Planet Earth,2021-04-08 14:49:47,Whenever someone asks Modi about the PM Cares fund #PMModi #PMCaresFund #Covaxin #COVID19 #COVID https://t.co/r2WOkhk9Kr,"['PMModi', 'PMCaresFund', 'Covaxin', 'COVID19', 'COVID']",Twitter for Android,0,2,False
225591,1462833196538683394,,2021-11-22 17:19:46,#COVAXIN is to important in the fight against #COVID19 — https://t.co/GLtSA7CXAk,"['COVAXIN', 'COVID19']",Twitter for iPhone,4,5,False
12949,1364508648270094337,,2021-02-24 09:33:07,Some people are buying that the #oxfordastrazeneca #vaccine isn't as good as the #Pfizer one. Is this because the E… https://t.co/UmJ1rqTLuF,"['oxfordastrazeneca', 'vaccine', 'Pfizer']",Twitter for Android,3,4,False
138507,1417621198918332421,"Islamabad, Pakistan",2021-07-20 23:03:26,"Eid Mubarak to all of you. I got my first Jab of #COVID19 with #PfizerBioNTech on Eid day. Stay safe, Stay blessed… https://t.co/HjDYb12gPG","['COVID19', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
224622,1461491539335471106,"Seattle, WA",2021-11-19 00:28:30,"The rumors are true: 
I’ve been Maderna’d*.

#3rdTimesACharm #ThreesCompany #Booster #Moderna","['3rdTimesACharm', 'ThreesCompany', 'Booster', 'Moderna']",Twitter for iPhone,0,13,False
41343,1376176295021842434,"Toronto, Canada  and Worldwide",2021-03-28 14:16:11,@celliottability Moscow Russia everything is open business as usual. Ontario Canada is reporting 2448 cases of… https://t.co/KdGAdYyUXZ,,Twitter Web App,1,0,False
164083,1425293894871404547,South Carolina,2021-08-11 03:11:59,@Mavumavu91 I received my 1st Moderna shot in early March &amp; my 2nd on April 22nd. No Tylenol before or after the 1s… https://t.co/DZK7x1Ccxi,,Twitter Web App,0,0,False
58035,1381603543535079425,WorldWide,2021-04-12 13:42:08,@CNBCTV18Live #CNBCTV18Exclusive | Sources say liquid form of #SputnikV needs to be stored at -18 degree Celsius; d… https://t.co/8GrCaqRr2s,"['CNBCTV18Exclusive', 'SputnikV']",Twitter for Android,0,0,False
105692,1405176751446241290,"Ottawa, ON",2021-06-16 14:53:39,Would love to see the status of vaccinations across the country ... and maybe even thermometer showing how close we… https://t.co/EKwZDqTe2G,,Twitter Web App,0,0,False
182834,1433366749865394182,NOIDA,2021-09-02 09:50:38,#NorthKorea rejects over 2.97 million China-made #Sinovac doses allotted under #UnitedNations' immunisation program… https://t.co/4Kt0A8QY0f,"['NorthKorea', 'Sinovac', 'UnitedNations']",Twitter Web App,0,0,False
135631,1417186720349507596,,2021-07-19 18:16:58,"560076, 
AGE 45+
100-D1, 97-D2 slots,
#COVAXIN on 23-07-2021
@ Rainbow Royal Meenakshi MallC1(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
209372,1449816095716741124,,2021-10-17 19:14:28,Still waiting to find out if the #Moderna booster has been approved? What is the holdup?,['Moderna'],Twitter for Android,0,0,False
40646,1376497338659844096,"Hawthorne, CA",2021-03-29 11:31:54,AxS Health teams up with Redlands Community Hospital to lead vaccine delivery in the largest US County… https://t.co/EMPeN4ksU5,,Hootsuite Inc.,0,0,False
27756,1370441767091249156,🇯🇵JP🇯🇵,2021-03-12 18:29:13,Easy to see what’s going in the investment world when it comes to @Ocugen and #Covaxin. BEARS (don’t acknowledge th… https://t.co/1zuJVKoQBH,['Covaxin'],Twitter for iPhone,2,4,False
125509,1409076423269232643,South Africa,2021-06-27 09:09:33,@Sochar06 @MpopeNeo We are not ready for a harder #LockDown  The only thing we need is an effective vaccine that ca… https://t.co/CwBZa4weND,['LockDown'],Twitter for Android,0,1,False
177156,1429347987709337602,India,2021-08-22 07:41:30,"The Vaccinated Are Worried and Scientists Don’t Have Answers
#COVID19
#COVIDIOTS
#vaccinated
#India… https://t.co/KEMrKfOHAj","['COVID19', 'COVIDIOTS', 'vaccinated', 'India']",Twitter for Android,0,0,False
91468,1402323767389351936,India,2021-06-08 17:56:54,"@IqooInd SD 768G is as much powerful as our indian vaccine #COVISHIELD #Covaxin
Trust on @IqooInd just like we have… https://t.co/DXT8H2uUjs","['COVISHIELD', 'Covaxin']",Twitter for Android,1,2,False
90650,1399844347890307077,"Maine, USA",2021-06-01 21:44:35,Getting our second shots ! #FullyVaccinated #fullyvaxxed #GetVaccinated #Moderna https://t.co/kLxTV3XhZd,"['FullyVaccinated', 'fullyvaxxed', 'GetVaccinated', 'Moderna']",Twitter for Android,0,7,False
118627,1408961063031218181,"Beijing, China ",2021-06-27 01:31:09,"🇨🇳✈️ 🇨🇴In #Colombia, South America, with the latest arrived 1,900,000 doses of Chinese developed, @WHO listed… https://t.co/K9Jmw6A6Sq",['Colombia'],Twitter Web App,6,26,False
140576,1416552032027217936,Mandate of Heaven,2021-07-18 00:14:57,"What aren’t the mRNA vaccines preventing contraction of COVID and blunting the spread?  I demand answers. 

#pfizer #moderna $pfe $mrna","['pfizer', 'moderna']",Twitter Web App,0,1,False
110167,1407433392803651584,Melbourne ,2021-06-22 20:20:44,"Angela Merkel receives Moderna dose after first AstraZeneca shot.
Mixing #AstraZeneca and #Moderna #COVID vaccines… https://t.co/KImPiN6GUz","['AstraZeneca', 'Moderna', 'COVID']",Twitter for iPhone,0,0,False
9795,1361736615790604295,"Olympia, Washington State",2021-02-16 17:58:03,#Israel Blocks Shipment of #Russian #Vaccine to #Gaza https://t.co/wDwasnoAFz via @PalestineChron #SputnikV #COVID19 https://t.co/Ax2tZFTCCa,"['Israel', 'Russian', 'Vaccine', 'Gaza', 'SputnikV', 'COVID19']",Twitter Web App,1,2,False
131345,1415634750518087685,,2021-07-15 11:30:00,"[17:00:00] 401107, 16-07-2021, 50 dose1 at MBMC BHAKTIVEDANT HOSPITAL MR, #COVAXIN SRISHTI COMPLEX NEAR DALMIA SCHO… https://t.co/ITmVXaupHu",['COVAXIN'],Cowin Vaccination Availability,0,0,False
83051,1398766406938804226,,2021-05-29 22:21:13,"@suntooz #cdnpoli #AstraZenaca 
Unreported absolute risk reduction measures of 0.7% and 1.1% for the #Pfzier/BioNTe… https://t.co/8a0uQhXgHd","['cdnpoli', 'AstraZenaca', 'Pfzier']",Twitter Web App,0,0,False
213908,1455913181876875267,"Kolkata, West Bengal",2021-11-03 15:02:06,"Bharat Biotech's Covaxin gets WHO approval for Emergency Use . 
Modi hai toh mumkin hai .
#COVAXIN",['COVAXIN'],Twitter for Android,0,0,False
128982,1413596833041895426,,2021-07-09 20:32:03,Health workers in #Indonesia who have been fully inoculated with the #Sinovac jab will get a third jab using the… https://t.co/QdhPInmNc8,"['Indonesia', 'Sinovac']",Twitter Web App,3,5,False
168391,1427448185807544335,,2021-08-17 01:52:22,"https://t.co/f3REaqtxYM

For the inquisitive minds have a listen to how the #Moderna #AstraZeneca #Pfizer and #JnJ… https://t.co/FCkB9AVyam","['Moderna', 'AstraZeneca', 'Pfizer', 'JnJ']",Twitter Web App,3,1,False
208538,1451293327756705810,,2021-10-21 21:04:27,If you had 3 choices... #Pfizer #Moderna or the Blood of a Homeless man on #Hastings... I'd choose that Homeless ma… https://t.co/2t20wv7BSa,"['Pfizer', 'Moderna', 'Hastings']",Twitter for Android,0,0,False
187989,1439491968283860995,"Vavuniya, Sri Lanka",2021-09-19 07:30:04,"Very great full that 36,000 #Sinopharm Vaccines have been allocated to Vanni District, #North Province #LKA for the… https://t.co/yX0eXhXIeJ","['Sinopharm', 'North', 'LKA']",Twitter for iPhone,0,2,False
109316,1404763708732022784,India,2021-06-15 11:32:22,"“#SputnikV is more efficient against the Delta variant of coronavirus, first detected in India than any other vacci… https://t.co/eErbOGiYfq",['SputnikV'],Twitter Web App,0,2,False
175355,1431308220941824002,"Bengaluru, India",2021-08-27 17:30:46,"Pincode: 560050
COVAXIN - Dose 2: 50 slots

Age: 18 and above  (All Ages)
Date: 28 Aug 2021
Fees: ₹1410
DIGVISH HOS… https://t.co/tJjVdL08WL",,CowinAlertsBot,0,0,False
19477,1366923795911573509,Chennai,2021-03-03 01:30:03,"#Pfizer &amp; #OxfordAstraZeneca vaccines have been ""highly effective"" in reducing #coronavirus infections and severe i… https://t.co/Sao3ZbPfgN","['Pfizer', 'OxfordAstraZeneca', 'coronavirus']",Buffer,0,4,False
85254,1399351909262061570,,2021-05-31 13:07:48,"With the current rate of vaccination and Gap between the two jabs of covishield, This promise by Mr. Prakash Javade… https://t.co/QPNqliqhzm",,Twitter for Android,0,0,False
95139,1403342084753530882,"Port of Spain, Trinidad",2021-06-11 13:23:20,My choice. Get it done. #Sinopharm #TrinidadandTobago #CovidVaccine https://t.co/KOVaNZEM4x,"['Sinopharm', 'TrinidadandTobago', 'CovidVaccine']",Twitter for Android,1,0,False
31089,1371759421941035008,,2021-03-16 09:45:06,@Ware52 @Holbornlolz Unless you have a problem with that? #SputnikV ? https://t.co/ivkwfh4L9x,['SputnikV'],Twitter Web App,0,0,False
131444,1415619869815365633,,2021-07-15 10:30:52,"[16:00:52] 122001, 18-07-2021, 350 dose1 at Cloudnine Sec -14, #COVAXIN Plot No 94 4 MG Road Sec 14 #GurgaonCOVAXIN","['COVAXIN', 'GurgaonCOVAXIN']",Cowin Vaccination Availability,0,0,False
39414,1376000267259244548,,2021-03-28 02:36:43,"Despite #india at the brink of a  more severe second wave, will not even consider #CovidVaccine as none are trustwo… https://t.co/c1YpYmpEPh","['india', 'CovidVaccine']",Twitter for Android,0,0,False
211005,1450737079105773571,,2021-10-20 08:14:07,"@wef Baa... ""help save the world"" juuust liiike wiiith theee ""vaaacciiine"" rooouuuleeetteee ooof cooouuurse… https://t.co/IyU9zc3nhC",,Twitter Web App,0,1,False
108811,1407255878160445440,,2021-06-22 08:35:21,"560073, 
AGE 45+
98-D1, 20-D2 slots,
#COVAXIN on 22-06-2021
@ THIPPENAHALLI PHC COVAXIN(Free) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
85480,1399189488685879301,Southern Cal,2021-05-31 02:22:24,"This is huge.#OCGN #Covaxin #Covid #Webull #WSB 
https://t.co/wl1dXIx1C5","['OCGN', 'Covaxin', 'Covid', 'Webull', 'WSB']",Twitter Web App,1,1,False
129534,1416237957862678529,,2021-07-17 03:26:56,"560070, 
AGE 18+
25-D1, 19-D2 slots,
#COVAXIN on 17-07-2021
@ MADHUMEHA HOSPITAL - COVAXIN(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
181664,1431870579414482945,"Bengaluru, India",2021-08-29 06:45:23,"Pincode: 560086
COVAXIN - Dose 1: 50 slots

Age: 18 and above  (All Ages)
Date: 29 Aug 2021
Fees: ₹1410
SANJEEVINI… https://t.co/ptA1pUjONw",,CowinAlertsBot,0,0,False
186133,1437448794535194628,,2021-09-13 16:11:13,@WHO @DrTedros @UNICEF When is #COVAXIN from @BharatBiotech @Ocugen happening. We need #covaxin #vaccine to fight #COVID19 $ocgn,"['COVAXIN', 'covaxin', 'vaccine', 'COVID19']",Twitter Web App,0,0,False
125514,1409072948128804864,Cloud,2021-06-27 08:55:44,"@NumberNota 1. Reduce #COVISHIELD dose gap to ~50 days like UK did
2. Pump in #SputnikV coz full vaxx in just 21 da… https://t.co/KlwxSMtpVV","['COVISHIELD', 'SputnikV']",Twitter for Android,0,1,False
59544,1383102005099433984,"Vishakhapatnam, India",2021-04-16 16:56:29,"""If the company wasn’t inactivating the virus properly, it would mean that the vaccine itself could give patients C… https://t.co/4TFNnmeBjE",,Twitter Web App,0,0,False
173775,1430606113091768322,"Haslemere, Surrey",2021-08-25 19:00:51,I had the #moderna vaccine yesterday and I’ve not moved out of bed since 🤧🤒 not what I need with a 2 week old baby https://t.co/amr6Zb6XDI,['moderna'],Twitter for iPhone,1,2,False
105672,1405197727869329408,"Toronto, ON",2021-06-16 16:17:00,"Experts say second shot of Moderna is 'as good as' Pfizer when mixing with AZ

#Moderna #Pfizer #AstraZeneca… https://t.co/nNyclg1wcc","['Moderna', 'Pfizer', 'AstraZeneca']",TweetDeck,0,1,False
74838,1394332180134825986,"New Delhi, India",2021-05-17 16:41:11,"@asadowaisi , the strongest opponent of #caa_nrc finally stands exposed with getting #Covaxin by registering with… https://t.co/paWiX3qzep","['caa_nrc', 'Covaxin']",Twitter for Android,0,0,False
159983,1424360168532238338,San Francisco Bay Area,2021-08-08 13:21:42,"Re: vaccine-hesitancy due to concern #COVID19vaccines were ""too rushed:""  from '20, article 👇on how the research on… https://t.co/IeAZMcp9c6",['COVID19vaccines'],Twitter for Android,0,0,False
139924,1417748499081408512,,2021-07-21 07:29:17,"Morning after my 2nd Moderna dose. Worst night sleep in years, fever and chills, sharp headache, unable to get comf… https://t.co/2K7LKYMb15",,Twitter for iPhone,0,7,False
197329,1443108343703240709,"Bengaluru, India",2021-09-29 07:00:15,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 29/09 at 12:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:… https://t.co/5MKnDgzj0y","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",VaxBlr,0,0,False
204476,1447861684836597763,India,2021-10-12 09:48:20,#Exclusive | TIMES NOW accesses the first response from Bharat Biotech on Subject Expert Committee’s decision to co… https://t.co/GYeymKWvDt,['Exclusive'],Twitter Media Studio - LiveCut,2,19,False
9760,1361917011668910087,,2021-02-17 05:54:53,"There's smth FAST &amp; SIMPLE our incompetent &amp; sluggish West. govts can do to SPEED things UP, help ppl have a normal… https://t.co/9HHZp078UI",,Twitter for Android,0,1,False
14122,1364689056249094146,Qatar,2021-02-24 21:30:00,"Moderna is developing booster shot for new coronavirus variants, increases vaccine production target

#Moderna… https://t.co/YL0I8AEFKF",['Moderna'],TweetDeck,0,3,False
175185,1431513946129780738,"Bengaluru, India",2021-08-28 07:08:15,"Pincode: 560035
COVAXIN - Dose 1: 50 slots

Age: 18 and above  (All Ages)
Date: 31 Aug 2021
Fees: ₹1250
Dr Sunny Me… https://t.co/EpHVjIYhBH",,CowinAlertsBot,0,0,False
97206,1404243559721492482,"California, United States",2021-06-14 01:05:28,"@seattletimes Hope they don't complain about ""vaccine hesitancy"" since at this very moment our @US_FDA is blocking… https://t.co/m6rMVOd56g",,Twitter Web App,0,0,False
220507,1457836364955848716,,2021-11-08 22:24:09,"U.S. COVID-19 Vaccinations: Total Dosages Administered by 10 Most Populated States
https://t.co/J6F5bfZwjB
#COVID19… https://t.co/bLPA1D6PsE",['COVID19'],Twitter Web App,0,0,False
132330,1413525898809143303,San Jose,2021-07-09 15:50:10,"200M doses coming to market this month it will be 350 next month #coronavaccine 
$AZN #covidshield 100M
$OCGN… https://t.co/IL0h8U65sN","['coronavaccine', 'covidshield']",Twitter Web App,0,0,False
220427,1457924397075873793,Australia,2021-11-09 04:13:57,@westaustralian @RogerCookMLA @MarkMcGowanMP #Moderna now halted for under-30’s in France it turns out #myocarditis… https://t.co/wdffZ4Vva9,"['Moderna', 'myocarditis']",Twitter for iPhone,0,1,False
130625,1415954838823657475,,2021-07-16 08:41:55,"[14:11:55] 122003, 16-07-2021, 71 dose1 at Cloudnine Hospital, #COVAXIN Plot No. A-2 MSJ House Vikas Marg Beside SS… https://t.co/OnQwvHXgSU",['COVAXIN'],Cowin Vaccination Availability,0,0,False
100131,1402920618354487300,"Harare, Zimbabwe",2021-06-10 09:28:35,"@ALROSA_official Zim donates #SputnikV vaccines to #Zimbabwe https://t.co/DkKUdnO2Ij via @@ETimesZW 
#pandemic #CovidVaccine","['SputnikV', 'Zimbabwe', 'pandemic', 'CovidVaccine']",Twitter Web App,0,0,False
188203,1439547711213096963,,2021-09-19 11:11:34,@leox80801 @drhenry4 @marortoll Maybe as new data comes in a lot of countries will modify their Covid protocols and… https://t.co/31DVBAxg6I,,Twitter for Android,0,1,False
124950,1410554924656513024,India,2021-07-01 11:04:35,How well do you know your vaccines? How does #COVISHIELD #Covaxin #SputnikV #ZyCovD #ModernaVaccine differ from one… https://t.co/WkIaXdOh9R,"['COVISHIELD', 'Covaxin', 'SputnikV', 'ZyCovD', 'ModernaVaccine']",Twitter Web App,0,1,False
208621,1451196601720979464,"Cape Town, South Africa",2021-10-21 14:40:06,FDA backs #Moderna and J&amp;J #boosters as it OKs mixing #Covid_19 vaccines https://t.co/EBC7qKz1yp,"['Moderna', 'boosters', 'Covid_19']",Twitter Web App,0,0,False
110891,1406656824208769027,"Vancouver, British Columbia",2021-06-20 16:54:55,Thursday afternoon I got my second vaccination shot (#Moderna after AZ for the first). Feeling great with zero side… https://t.co/QMa7XgRwSe,['Moderna'],Twitter for iPhone,1,11,False
172492,1430744466575396865,,2021-08-26 04:10:37,got my precious first dose of #Sinovac vaccine. #COVID19Vaccine #Resbakuna https://t.co/6KC6PbN2PM,"['Sinovac', 'COVID19Vaccine', 'Resbakuna']",Twitter for iPhone,0,1,False
118408,1409767284051120128,Cainta Rizal,2021-06-29 06:54:47,2nd dose done #sinovac https://t.co/FU33UVmdis,['sinovac'],Twitter for Android,0,1,False
26306,1372346019204145154,Hong Kong,2021-03-18 00:36:02,"@JamesGiancotti @tripperhead Sorry this is all in Chinese but yes, #Sinovac costs HKD473 per dose, #pfizer (or… https://t.co/hvMlHVv4Ts","['Sinovac', 'pfizer']",Twitter for iPhone,0,1,False
54270,1380575721630826500,India,2021-04-09 17:37:56,Baby 💕 #loveit #Pushpa #RohitSharma #stockmarkets #dogecoin #COVIDIOTS #CSK #cred #Covaxin #COVID19India… https://t.co/v7lI2Eh3p1,"['loveit', 'Pushpa', 'RohitSharma', 'stockmarkets', 'dogecoin', 'COVIDIOTS', 'CSK', 'cred', 'Covaxin', 'COVID19India']",Twitter for Android,1,0,False
25690,1369667249666162695,"San Antonio, TX",2021-03-10 15:11:34,Round 1 done. 💉  #Moderna #modernavaccine #COVID19,"['Moderna', 'modernavaccine', 'COVID19']",Twitter for iPhone,0,0,False
124350,1410142333731893249,,2021-06-30 07:45:06,"Dear R @ndtvindia is #Chinese vaccine safe @sdeo76 @eOrganiser
@MediaHarshVT @Sanjay_Dixit  @Republic_Bharat… https://t.co/1lj3lExcrf",['Chinese'],Twitter for Android,0,1,False
134058,1414853992035897348,Nederland,2021-07-13 07:47:33,Vaccine manufacturer #Moderna is employing tax avoidance structures to shift its profits to Switzerland and the US… https://t.co/p0xj3e2rgU,['Moderna'],Twitter Web App,36,31,False
67270,1384160052609572864,chandigarh,2021-04-19 15:00:47,"Phase 3 strategy of COVID-19 vaccination from May 1.

Everyone above the age of 18 to be eligible to get Covid-19 v… https://t.co/IzK9IkVOzL",,Twitter for Android,0,0,False
51401,1379996647728496645,Beijing,2021-04-08 03:16:54,Filipinos aged 60 and above can now receive China's #Sinovac vaccine after the #Philippines' Food and Drug Administ… https://t.co/pSM57pgSIZ,"['Sinovac', 'Philippines']",Twitter for Android,1,1,False
94188,1402857039819264004,,2021-06-10 05:15:56,"GOI has sent 85,000 #Covaxin #vaccines to TN. Hopefully #Coimbatore gets 10,000+ in few days!!! #CoimbatoreHelps","['Covaxin', 'vaccines', 'Coimbatore', 'CoimbatoreHelps']",Twitter for iPhone,0,11,False
79729,1396151459675262976,Washington DC area,2021-05-22 17:10:21,Second shot. Shout out to @kizzyphd and team #moderna #twoweekstofullyvaccinated #getvaccinated https://t.co/mKEBmVa2yj,"['moderna', 'twoweekstofullyvaccinated', 'getvaccinated']",Instagram,0,2,False
90514,1400041643655507968,,2021-06-02 10:48:34,Today I m feeling #Moderna 😊 https://t.co/yIip5UqrY7,['Moderna'],Twitter Web App,0,7,False
135707,1417167342337933313,,2021-07-19 16:59:58,"560072, 
AGE 18+
100-D1, 100-D2 slots,
#COVAXIN on 23-07-2021
@ ESSENTIAL HOSPITAL C1(1410Rs) #BBMP","['COVAXIN', 'BBMP']",cowin_vaccine_app,0,0,False
138992,1418050670008029186,Malaysia,2021-07-22 03:30:00,"#Sinovac to be sold to interested states and private companies

https://t.co/skmIXxvkrc

#TMRNews #TMRPhoto","['Sinovac', 'TMRNews', 'TMRPhoto']",Twitter Web App,1,0,False
133024,1414956246277541895,Zimbabwe,2021-07-13 14:33:52,The #ZimVccination programme is now open to everyone. Frontline personnel will still be prioritised at vaccination… https://t.co/s2RxXWmLEd,['ZimVccination'],Twitter for Android,1,2,False
57293,1382483134411902980,"Mississippi, USA",2021-04-14 23:57:19,@PalmerReport Fully vaxxed! #Moderna,['Moderna'],Twitter for iPhone,0,1,False
